id,question_type,tier,calculator,question,correct_answer,created_at,image_url,image_alt,explanation,explain_on,wrong_answers,all_answers,subtopic,difficulty,marks,estimated_time_sec,track
fcc2f46b-2f59-4c32-aa53-afa685d295fa,Number,11+ Standard,Non-Calculator,How much greater is (10 + 10 + 10) than (10 - 10 - 10)?,40,2026-02-16T19:07:40.228219,,,"Step 1: 10 + 10 + 10 = 30.
Step 2: 10 - 10 - 10 = -10.
Step 3: 30 - (-10) = 40.
Final Result: 40",always,"[""30"",""20"",""50"",""10""]",,number|addition-subtraction,3,1,60,11plus
e8f063e8-15ee-4f84-864d-80be5878d308,Number,11+ Standard,Non-Calculator,"If A + B = 20 and A - B = 4, what is the value of A * B?",96,2026-02-16T19:07:40.228219,,,"Step 1: Sum/Diff method. A = (20+4)/2 = 12. B = (20-4)/2 = 8.
Step 2: 12 * 8 = 96.
Final Result: 96",always,"[""80"",""100"",""24"",""48""]",,number|addition-subtraction,3,1,120,11plus
d4ca38a0-bed1-4419-8a8f-2fe1815ea0d2,Number,11+ Standard,Non-Calculator,"Total weight of 3 identical books and 2 identical pens is 650g. If one book weighs 150g, what is the weight of one pen?",100g,2026-02-16T19:07:40.228219,,,"Step 1: 3 books = 450g.
Step 2: 2 pens = 650 - 450 = 200g.
Step 3: 1 pen = 100g.
Final Result: 100g",always,"[""200g"",""50g"",""150g"",""125g""]",,number|addition-subtraction,3,1,120,11plus
b599b629-d0de-4691-8255-af42b2efc1e9,Number,11+ Standard,Non-Calculator,A clock is 12 minutes fast. It shows 3:05. Real time?,2:53,2026-02-16T19:07:40.228219,,,"Step 1: 3:05 minus 12 mins.
Step 2: 3:05 - 5 = 3:00. 3:00 - 7 = 2:53.
Final Result: 2:53",always,"[""3:17"",""2:43"",""2:57"",""3:00""]",,number|addition-subtraction,3,1,60,11plus
e77ea339-6012-498f-85c1-6308b222bdab,Number,11+ Standard,Non-Calculator,"A magic square has a row sum of 15. Top row is 8, 1, 6. Middle is 3, 5, 7. Sum of the bottom row?",15,2026-02-16T19:07:40.228219,,,"Step 1: In a magic square, every row sums to the same value.
Final Result: 15",always,"[""10"",""20"",""45"",""9""]",,number|addition-subtraction,3,1,60,11plus
fb87fc7c-6ee2-4ede-8883-56da390aa002,Number,11+ Standard,Non-Calculator,Journey starts at 11:45 and ends at 13:20. Duration in minutes?,95,2026-02-16T19:07:40.228219,,,"Step 1: 11:45 to 12:45 = 60 mins.
Step 2: 12:45 to 1:20 = 35 mins.
Step 3: 60 + 35 = 95.
Final Result: 95",always,"[""75"",""135"",""105"",""85""]",,number|addition-subtraction,3,1,90,11plus
591bb800-a7dc-41a8-9ed1-1ecc3fc7d27d,Number,11+ Standard,Non-Calculator,"Difference between the largest 4-digit number and smallest 4-digit number using 1, 0, 5, 8?",7452,2026-02-16T19:07:40.228219,,,"Step 1: Largest = 8510. Smallest = 1058.
Step 2: 8510 - 1058 = 7452.
Final Result: 7452",always,"[""8510"",""7500"",""7462"",""1058""]",,number|addition-subtraction,3,1,120,11plus
96c1fa69-0633-456f-9ecb-6dac1475bf4c,Number,11+ Standard,Non-Calculator,"Sequence: 1, 4, 9, 16... Sum of the next two numbers?",61,2026-02-16T19:07:40.228219,,,"Step 1: Squares. Next are 25 and 36.
Step 2: 25 + 36 = 61.
Final Result: 61",always,"[""41"",""51"",""71"",""49""]",,number|addition-subtraction,3,1,90,11plus
42cb119b-eafb-4b55-b4ed-7bc40ea52330,Number,11+ Standard,Non-Calculator,"If x + y = 20, y + z = 30, and x + z = 40, find x + y + z.",45,2026-02-16T19:07:40.228219,,,"Step 1: Add all: 2x + 2y + 2z = 90.
Step 2: Divide by 2: x + y + z = 45.
Final Result: 45",always,"[""90"",""50"",""40"",""60""]",,number|addition-subtraction,3,1,120,11plus
fb428529-81b2-4eba-a130-5a2d16d2f2be,Number,11+ Standard,Non-Calculator,Subtract sum of factors of 12 from 100.,72,2026-02-16T19:07:40.228219,,,"Step 1: Factors: 1, 2, 3, 4, 6, 12. Sum = 28.
Step 2: 100 - 28 = 72.
Final Result: 72",always,"[""70"",""28"",""73"",""88""]",,number|addition-subtraction,3,1,90,11plus
f0b3a3e0-a1a9-4c32-a8df-dc1c3069e8af,Number,11+ Standard,Non-Calculator,Calculate 10 - (1 - (0.1 - 0.01)).,9.09,2026-02-16T19:07:40.228219,,,"Step 1: Inner: 0.1 - 0.01 = 0.09.
Step 2: 1 - 0.09 = 0.91.
Step 3: 10 - 0.91 = 9.09.
Final Result: 9.09",always,"[""8.91"",""9.1"",""10.09"",""9.91""]",,number|addition-subtraction,3,1,120,11plus
d0ae386a-fc70-457a-b889-3b7936175f62,Number,11+ Standard,Non-Calculator,Total of all prime numbers between 1 and 20.,77,2026-02-16T19:07:40.228219,,,"Step 1: 2, 3, 5, 7, 11, 13, 17, 19.
Step 2: Sum = 77.
Final Result: 77",always,"[""75"",""76"",""78"",""80""]",,number|addition-subtraction,3,1,120,11plus
675ba43b-62e9-4bf6-bb3f-db5144a4522b,Number,11+ Standard,Non-Calculator,"Sum of first 5 terms of 100, 91, 82...?",410,2026-02-16T19:07:40.228219,,,"Step 1: 100, 91, 82, 73, 64.
Step 2: Sum = 410.
Final Result: 410",always,"[""400"",""420"",""390"",""415""]",,number|addition-subtraction,3,1,120,11plus
233e1d94-49fe-41fc-8d03-48dc6f30a124,Number,11+ Standard,Non-Calculator,Rectangle perimeter is 50cm. Width is 10cm. Area?,150cm²,2026-02-16T19:07:40.228219,,,"Step 1: 2L + 20 = 50 -> 2L = 30 -> L = 15.
Step 2: 15 * 10 = 150.
Final Result: 150cm²",always,"[""250cm²"",""150"",""400cm²"",""200cm²""]",,number|addition-subtraction,3,1,90,11plus
a56c9fcd-13f6-40ab-8619-0da590268314,Number,11+ Standard,Non-Calculator,Calculate the product of 45 and 200.,9000,2026-02-16T19:07:56.394156,,,"Step 1: Multiply 45 by 2, which equals 90.
Step 2: Since we are multiplying by 200, move the digits two places to the left (add two zeros).
Step 3: 90 becomes 9,000.
Final Result: 9000",always,"[""900"",""90000"",""8500"",""9500""]",,number|multiplication-division,1,1,30,11plus
63e82e6e-6f0d-4153-ac92-8f4c08236605,Number,11+ Standard,Non-Calculator,"What is the quotient when 1,260 is divided by 6?",210,2026-02-16T19:07:56.394156,,,"Step 1: Use the bus stop method. 6 goes into 1 zero times.
Step 2: 6 goes into 12 exactly 2 times.
Step 3: 6 goes into 6 exactly 1 time.
Step 4: 6 goes into 0 exactly 0 times.
Final Result: 210",always,"[""21"",""201"",""2100"",""260""]",,number|multiplication-division,1,1,30,11plus
9b5a44aa-87c9-4d5b-9664-bf5c139d82e2,Number,11+ Standard,Non-Calculator,Divide 4.8 by 0.6.,8,2026-02-16T19:07:56.394156,,,"Step 1: To make division easier, multiply both numbers by 10 to remove the decimal point.
Step 2: $4.8 ÷ 0.6$ becomes $48 ÷ 6$.
Step 3: $48 ÷ 6 = 8$.
Final Result: 8",always,"[""0.8"",""80"",""4.2"",""0.08""]",,number|multiplication-division,1,1,30,11plus
6f8e0470-150a-4f73-b22c-5a8c3c46968b,Number,11+ Standard,Non-Calculator,What is the product of 15 and 12?,180,2026-02-16T19:07:56.394156,,,"Step 1: Multiply 15 by 10 to get 150.
Step 2: Multiply 15 by 2 to get 30.
Step 3: Add the results: $150 + 30 = 180$.
Final Result: 180",always,"[""170"",""192"",""150"",""165""]",,number|multiplication-division,1,1,30,11plus
9be18bdd-77bd-436f-abd1-e45a1311cca4,Number,11+ Standard,Non-Calculator,Calculate $1.25 \times 4$.,5,2026-02-16T19:07:56.394156,,,"Step 1: $1 × 4 = 4$.
Step 2: $0.25 × 4 = 1$.
Step 3: $4 + 1 = 5$.
Final Result: 5",always,"[""4.25"",""5.25"",""4.5"",""5.0""]",,number|multiplication-division,1,1,30,11plus
b14c058d-2e8d-4c45-a41d-0dc4dec25337,Number,11+ Standard,Non-Calculator,What is $555 \div 5$?,111,2026-02-16T19:07:56.394156,,,"Step 1: Divide the hundreds: $500 ÷ 5 = 100$.
Step 2: Divide the tens: $50 ÷ 5 = 10$.
Step 3: Divide the units: $5 ÷ 5 = 1$.
Step 4: $100 + 10 + 1 = 111$.
Final Result: 111",always,"[""11"",""101"",""110"",""1111""]",,number|multiplication-division,1,1,30,11plus
0b1f629a-b79c-4d7e-b2cc-5df1ea57adf1,Number,11+ Standard,Non-Calculator,Multiply 1.2 by 0.5.,0.6,2026-02-16T19:07:56.394156,,,"Step 1: Multiplying by 0.5 is the same as finding half of a number.
Step 2: Half of 1.2 is 0.6.
Final Result: 0.6",always,"[""6"",""0.06"",""0.7"",""0.5""]",,number|multiplication-division,1,1,30,11plus
3974b428-11f8-4c91-8221-32e441c3375a,Number,11+ Standard,Non-Calculator,How many 20s are in 1000?,50,2026-02-16T19:07:56.394156,,,"Step 1: $1000 ÷ 20$ is the same as $100 ÷ 2$.
Step 2: $100 ÷ 2 = 50$.
Final Result: 50",always,"[""5"",""500"",""20"",""100""]",,number|multiplication-division,1,1,30,11plus
dc075a32-02d4-4035-a76f-d119b6354dd9,Number,11+ Standard,Non-Calculator,Multiply 0.007 by 100.,0.7,2026-02-16T19:07:56.394156,,,"Step 1: Shift digits two places left.
Final Result: 0.7",always,"[""0.07"",""7"",""70"",""0.0007""]",,number|multiplication-division,1,1,30,11plus
6b731118-a47f-4a0e-9be3-d473657a4323,Number,11+ Standard,Non-Calculator,Calculate $12 \times 12 \div 4$.,36,2026-02-16T19:07:56.394156,,,"Step 1: $12 × 12 = 144$.
Step 2: $144 ÷ 4 = 36$.
Final Result: 36",always,"[""48"",""144"",""12"",""24""]",,number|multiplication-division,1,1,30,11plus
67ba8047-c023-4b98-8c42-c20e586d345e,Number,11+ Standard,Non-Calculator,What is the product of 0.1 and 0.1?,0.01,2026-02-16T19:07:56.394156,,,"Step 1: $1 × 1 = 1$. Count 2 decimal places.
Final Result: 0.01",always,"[""0.1"",""1"",""0.001"",""0.2""]",,number|multiplication-division,1,1,30,11plus
f8d36c61-b765-4f31-9df0-55608480b6d2,Number,11+ Standard,Non-Calculator,Divide 1000 by 8.,125,2026-02-16T19:07:56.394156,,,"Step 1: Half of 1000 is 500. Half of 500 is 250. Half of 250 is 125.
Final Result: 125",always,"[""120"",""250"",""150"",""115""]",,number|multiplication-division,1,1,30,11plus
653e8221-2e0a-4f86-8a91-812feb11d29c,Number,11+ Standard,Non-Calculator,Multiply 14 by 5.,70,2026-02-16T19:07:56.394156,,,"Step 1: $10 × 5 = 50$. $4 × 5 = 20$. $50 + 20 = 70$.
Final Result: 70",always,"[""60"",""80"",""75"",""140""]",,number|multiplication-division,1,1,30,11plus
664728c0-0ffe-4cf5-a5d9-415c64958dc9,Number,11+ Standard,Non-Calculator,Calculate $0.9 \div 3$.,0.3,2026-02-16T19:07:56.394156,,,"Step 1: Divide 9 tenths by 3 to get 3 tenths.
Final Result: 0.3",always,"[""3"",""0.03"",""0.93"",""2.7""]",,number|multiplication-division,1,1,30,11plus
a766ecf0-8537-48c5-83e7-21b6d1fc377d,Number,11+ Standard,Non-Calculator,How many minutes are in 2 hours?,120,2026-02-16T19:07:56.394156,,,"Step 1: $60 × 2 = 120$.
Final Result: 120",always,"[""60"",""100"",""200"",""180""]",,number|multiplication-division,1,1,30,11plus
6d77e317-60c7-4cb4-a2e4-f438102699fd,Number,11+ Standard,Non-Calculator,What is double 4.5?,9,2026-02-16T19:07:56.394156,,,"Step 1: $4.5 + 4.5 = 9.0$.
Final Result: 9",always,"[""8.5"",""9.5"",""8"",""10""]",,number|multiplication-division,1,1,30,11plus
5982ad3e-8a99-428c-afc4-dad8feb59a26,Number,11+ Standard,Non-Calculator,Divide 400 by 50.,8,2026-02-16T19:07:56.394156,,,"Step 1: $400 ÷ 50 = 40 ÷ 5 = 8$.
Final Result: 8",always,"[""80"",""40"",""4"",""20""]",,number|multiplication-division,1,1,30,11plus
373cc324-e2b6-4e70-979b-38c983398751,Number,11+ Standard,Non-Calculator,Multiply 2.5 by 3.,7.5,2026-02-16T19:07:56.394156,,,"Step 1: $2 × 3 = 6$. $0.5 × 3 = 1.5$. $6 + 1.5 = 7.5$.
Final Result: 7.5",always,"[""6.5"",""8.5"",""7.0"",""6.15""]",,number|multiplication-division,1,1,30,11plus
be8a87cf-4171-4daa-bfd3-79849b97ccf2,Number,11+ Standard,Non-Calculator,A box contains 24 packs of pencils. Each pack has 12 pencils. How many pencils are in 5 boxes?,1440,2026-02-16T19:07:56.394156,,,"Step 1: Find pencils in one box: $24 × 12 = 288$.
Step 2: Multiply by 5 boxes: $288 × 5$.
Step 3: Use the shortcut: $288 × 10 = 2880$, then divide by 2.
Step 4: $2880 ÷ 2 = 1440$.
Final Result: 1440",always,"[""288"",""1200"",""144"",""1340""]",,number|multiplication-division,2,1,60,11plus
c8f1f970-5bd1-4565-904a-8cc39c7429f1,Number,11+ Standard,Non-Calculator,"A car travels 18 miles for every gallon of fuel. If a full tank holds 12 gallons, how many miles can it travel on 2.5 tanks of fuel?",540,2026-02-16T19:07:56.394156,,,"Step 1: Miles per full tank: $18 × 12 = 216$.
Step 2: Miles for 2 tanks: $216 × 2 = 432$.
Step 3: Miles for half a tank: $216 ÷ 2 = 108$.
Step 4: Add them: $432 + 108 = 540$.
Final Result: 540",always,"[""216"",""432"",""500"",""360""]",,number|multiplication-division,2,1,60,11plus
b66d8458-4e48-4895-a8a6-924495f28b6d,Number,11+ Standard,Non-Calculator,Divide 100 by 0.25.,400,2026-02-16T19:07:56.394156,,,"Step 1: Understand that 0.25 is exactly one-quarter ($1/4$).
Step 2: Dividing by a fraction is the same as multiplying by its reciprocal (the flipped version).
Step 3: $100 × 4 = 400$.
Final Result: 400",always,"[""25"",""4"",""40"",""250""]",,number|multiplication-division,2,1,45,11plus
2792809b-8233-47d7-ac15-48ce98fe36ce,Number,11+ Standard,Non-Calculator,Calculate $12.4 \times 1.5$.,18.6,2026-02-16T19:07:56.394156,,,"Step 1: $12.4 × 1 = 12.4$.
Step 2: $12.4 × 0.5$ is half of 12.4, which is 6.2.
Step 3: Add them: $12.4 + 6.2 = 18.6$.
Final Result: 18.6",always,"[""18.4"",""19.6"",""17.6"",""12.6""]",,number|multiplication-division,2,1,45,11plus
b8f13771-666c-455f-9d93-ed6b5c0abd92,Number,11+ Standard,Non-Calculator,"A fence is 42m long. Posts are placed every 1.5m, including at both ends. How many posts are needed?",29,2026-02-16T19:07:56.394156,,,"Step 1: Divide the length by the distance between posts: $42 ÷ 1.5$.
Step 2: $42 ÷ 1.5 = 420 ÷ 15 = 28$ gaps.
Step 3: Because there is a post at the start AND the end, the number of posts is one more than the number of gaps.
Step 4: $28 + 1 = 29$.
Final Result: 29",always,"[""28"",""30"",""27"",""42""]",,number|multiplication-division,2,1,90,11plus
827e3ba5-719e-46e8-8298-5926784c52be,Number,11+ Standard,Non-Calculator,Find the cost of 12 pens if 5 pens cost £3.50.,£8.40,2026-02-16T19:07:56.394156,,,"Step 1: Find cost of 1 pen: £3.50 / 5 = £0.70.
Step 2: Multiply by 12: £0.70 * 12 = £8.40.
Final Result: £8.40",always,"[""£7.00"",""£9.60"",""£8.50"",""£4.20""]",,number|multiplication-division,2,1,60,11plus
7dd15178-3931-4053-8028-98b181212bcb,Number,11+ Standard,Non-Calculator,Calculate $0.05 \times 0.05 \times 1000$.,2.5,2026-02-16T19:07:56.394156,,,"Step 1: $0.05 * 0.05 = 0.0025$.
Step 2: Multiply by 1000 by moving decimal 3 places right.
Step 3: $0.0025 arrow 2.5$.
Final Result: 2.5",always,"[""0.25"",""25"",""250"",""0.025""]",,number|multiplication-division,2,1,45,11plus
6bd3f397-8ce8-4e84-8c50-82f79bef6c8b,Number,11+ Standard,Non-Calculator,A bus holds 48 people. How many buses are needed for 600 people?,13,2026-02-16T19:07:56.394156,,,"Step 1: $600 ÷ 48$. Divide by 12: $50 ÷ 4 = 12.5$.
Step 2: Since you cannot have half a bus, you must round up to ensure everyone has a seat.
Final Result: 13",always,"[""12"",""14"",""12.5"",""15""]",,number|multiplication-division,2,1,60,11plus
e22a1663-69b0-4e6a-a4f6-5eb7709b3df4,Number,11+ Standard,Non-Calculator,Multiply 123 by 15.,1845,2026-02-16T19:07:56.394156,,,"Step 1: $123 × 10 = 1230$. $123 × 5 = 615$.
Step 2: $1230 + 615 = 1845$.
Final Result: 1845",always,"[""1745"",""1945"",""1835"",""1230""]",,number|multiplication-division,2,1,60,11plus
6307d28d-5478-42a4-a575-121e8ca68cb2,Number,11+ Standard,Non-Calculator,What is 10% of 450 multiplied by 5?,225,2026-02-16T19:07:56.394156,,,"Step 1: 10% of 450 is 45.
Step 2: $45 × 5 = 225$.
Final Result: 225",always,"[""45"",""90"",""22.5"",""100""]",,number|multiplication-division,2,1,45,11plus
fd27e039-e71e-4ea7-bbd4-8b1a6e0fec22,Number,11+ Standard,Non-Calculator,Divide 12 by 0.12.,100,2026-02-16T19:07:56.394156,,,"Step 1: $12 ÷ 0.12 = 1200 ÷ 12 = 100$.
Final Result: 100",always,"[""10"",""1"",""1000"",""120""]",,number|multiplication-division,2,1,30,11plus
25a62a3b-f0dd-488e-9f7d-7f9d727f17b3,Number,11+ Standard,Non-Calculator,How many 250ml glasses can be filled from a 4.5L bottle?,18,2026-02-16T19:07:56.394156,,,"Step 1: 4.5L = 4500ml.
Step 2: $4500 ÷ 250 = 450 ÷ 25 = 18$.
Final Result: 18",always,"[""16"",""20"",""14"",""19""]",,number|multiplication-division,2,1,60,11plus
175a38e8-9260-4908-be05-81f9982593ce,Number,11+ Standard,Non-Calculator,Calculate $10 \times 1.2 \times 0.5$.,6,2026-02-16T19:07:56.394156,,,"Step 1: $10 × 1.2 = 12$.
Step 2: $12 × 0.5 = 6$.
Final Result: 6",always,"[""12"",""60"",""5"",""1.2""]",,number|multiplication-division,2,1,30,11plus
ee002a93-77ac-4857-861f-d4c3761c8dba,Number,11+ Standard,Non-Calculator,Subtract the product of 4 and 6 from the product of 5 and 7.,11,2026-02-16T19:07:56.394156,,,"Step 1: $5 × 7 = 35$. $4 × 6 = 24$.
Step 2: $35 - 24 = 11$.
Final Result: 11",always,"[""1"",""9"",""59"",""24""]",,number|multiplication-division,2,1,45,11plus
c1fad50a-96db-422b-8058-6a030e37cb2f,Number,11+ Standard,Non-Calculator,A tray holds 6 eggs. How many trays are filled by 150 eggs?,25,2026-02-16T19:07:56.394156,,,"Step 1: $150 ÷ 6 = 25$.
Final Result: 25",always,"[""24"",""26"",""30"",""15""]",,number|multiplication-division,2,1,30,11plus
7c607894-d50a-481f-a254-95587267a4f5,Number,11+ Standard,Non-Calculator,Calculate $1.1 \times 1.1$.,1.21,2026-02-16T19:07:56.394156,,,"Step 1: $11 × 11 = 121$. Two decimal places total.
Final Result: 1.21",always,"[""1.1"",""11.1"",""12.1"",""1.2""]",,number|multiplication-division,2,1,30,11plus
fcc5c162-d542-405a-af0a-ac1f14bf1ad1,Number,11+ Standard,Non-Calculator,Divide 1 by 0.125.,8,2026-02-16T19:07:56.394156,,,"Step 1: $0.125$ is $1/8$. $1 ÷ (1/8) = 8$.
Final Result: 8",always,"[""4"",""12.5"",""0.8"",""80""]",,number|multiplication-division,2,1,45,11plus
6ac86a11-3460-4fc5-9661-2e386dc69ad9,Number,11+ Standard,Non-Calculator,Find the area of a room 4.2m by 3m.,12.6m²,2026-02-16T19:07:56.394156,,,"Step 1: $4.2 × 3 = 12.6$.
Final Result: 12.6m²",always,"[""12.6"",""7.2m²"",""14.2m²"",""13.6m²""]",,number|multiplication-division,2,1,45,11plus
e7708ed1-cc48-4d43-86d9-80b3a2531c07,Number,11+ Standard,Non-Calculator,What is $15 \times 15$?,225,2026-02-16T19:07:56.394156,,,"Step 1: Standard square multiplication.
Final Result: 225",always,"[""125"",""255"",""215"",""155""]",,number|multiplication-division,2,1,30,11plus
4f710072-ffef-4414-aef5-b7ff76903096,Number,11+ Standard,Non-Calculator,How many 50p coins make £12?,24,2026-02-16T19:07:56.394156,,,"Step 1: Two 50p coins make £1. $12 × 2 = 24$.
Final Result: 24",always,"[""12"",""48"",""6"",""50""]",,number|multiplication-division,2,1,30,11plus
c1d830db-9d96-4f54-a731-05e9558ace7a,Number,11+ Standard,Non-Calculator,A floor measuring 6m by 4.5m is covered in square tiles with a side length of 50cm. How many tiles are used?,108,2026-02-16T19:07:56.394156,,,"Step 1: Convert room dimensions to cm: 600cm by 450cm.
Step 2: Find how many 50cm tiles fit along the 600cm length: $600 ÷ 50 = 12$.
Step 3: Find how many 50cm tiles fit along the 450cm width: $450 ÷ 50 = 9$.
Step 4: Multiply to find the total: $12 × 9 = 108$.
Final Result: 108",always,"[""12"",""54"",""216"",""100""]",,number|multiplication-division,3,1,120,11plus
75ad4018-be1e-4c76-a407-c01e2ae6e1a3,Number,11+ Standard,Non-Calculator,"A clock strikes once at 1 o clock, twice at 2 o clock and so on. How many times does it strike in total over 24 hours?",156,2026-02-16T19:07:56.394156,,,"Step 1: Find total strikes in 12 hours: $1+2+3+4+5+6+7+8+9+10+11+12$.
Step 2: Pairing method: $(1+12) + (2+11) ... = 13 × 6 = 78$.
Step 3: Over 24 hours, the cycle happens twice: $78 × 2 = 156$.
Final Result: 156",always,"[""78"",""300"",""144"",""24""]",,number|multiplication-division,3,1,120,11plus
81a471e0-bcbf-4547-bdb3-ec7649331084,Number,11+ Standard,Non-Calculator,"If 15 identical books cost £127.50, how much do 4 of these books cost?",£34,2026-02-16T19:07:56.394156,,,"Step 1: Find the cost of one book: $127.50 ÷ 15 = 8.50$.
Step 2: Multiply by 4: $8.50 × 4 = 34$.
Final Result: £34",always,"[""£8.50"",""£32"",""£36.50"",""£34.50""]",,number|multiplication-division,3,1,120,11plus
1be94739-8d49-4a75-b644-34a009cf3708,Number,11+ Standard,Non-Calculator,"The product of two numbers is 1. If one number is 0.125, what is the other?",8,2026-02-16T19:07:56.394156,,,"Step 1: $0.125$ is the same as $1/8$.
Step 2: $(1/8) × ? = 1$.
Step 3: The number must be 8.
Final Result: 8",always,"[""0.875"",""1.125"",""4"",""10""]",,number|multiplication-division,3,1,60,11plus
266d8641-eaef-41f2-afe4-9e1803ddc168,Number,11+ Standard,Non-Calculator,A piece of rope is 12m long. It is cut into 15 equal pieces. How long is each piece in cm?,80cm,2026-02-16T19:07:56.394156,,,"Step 1: $12m = 1200cm$.
Step 2: $1200 ÷ 15 = 80$.
Final Result: 80cm",always,"[""1.25cm"",""8cm"",""75cm"",""120cm""]",,number|multiplication-division,3,1,60,11plus
9170e1cd-4454-4fa5-a975-c09d745d06a3,Number,11+ Standard,Non-Calculator,"A printer can print 45 pages per minute. How many hours would it take to print 10,800 pages?",4,2026-02-16T19:07:56.394156,,,"Step 1: Total minutes: $10800 ÷ 45 = 240$.
Step 2: Convert to hours: $240 ÷ 60 = 4$.
Final Result: 4",always,"[""240"",""3"",""4.5"",""5""]",,number|multiplication-division,3,1,120,11plus
d796ae81-34aa-462a-80e6-e250954388c1,Number,11+ Standard,Non-Calculator,"What is the largest whole number that, when multiplied by 6, results in a number less than 100?",16,2026-02-16T19:07:56.394156,,,"Step 1: $100 ÷ 6 = 16.66...$.
Step 2: The largest whole number below this is 16.
Final Result: 16",always,"[""17"",""15"",""14"",""16.6""]",,number|multiplication-division,3,1,45,11plus
717e1e58-d850-43e3-9c0f-c0875b986fd0,Number,11+ Standard,Non-Calculator,Calculate $(0.2 \times 0.2 \times 0.2) \div 0.04$.,0.2,2026-02-16T19:07:56.394156,,,"Step 1: Numerator: $0.2 × 0.2 × 0.2 = 0.008$.
Step 2: Division: $0.008 ÷ 0.04 = 0.8 ÷ 4 = 0.2$.
Final Result: 0.2",always,"[""0.02"",""2"",""0.4"",""0.08""]",,number|multiplication-division,3,1,90,11plus
64789a3d-9da4-4fa3-a1d3-acb70d34f415,Number,11+ Standard,Non-Calculator,"If $A \times B = 24, B \times C = 40$ and $A \times C = 15$, find $A \times B \times C$.",120,2026-02-16T19:07:56.394156,,,"Step 1: Multiply all three equations: $(A × B) × (B × C) × (A × C) = 24 × 40 × 15$.
Step 2: $A² B² C² = 14400$.
Step 3: Square root to find $ABC$: $\sqrt{14400} = 120$.
Final Result: 120",always,"[""60"",""1200"",""80"",""150""]",,number|multiplication-division,3,1,120,11plus
e77449ce-5334-4045-becc-3834798f5c01,Number,11+ Standard,Non-Calculator,How many minutes are in 0.4 hours?,24,2026-02-16T19:07:56.394156,,,"Step 1: $60 × 0.4 = 6 × 4 = 24$.
Final Result: 24",always,"[""40"",""4"",""240"",""14""]",,number|multiplication-division,3,1,30,11plus
aaa9b16b-576e-44ee-860b-00fc0841e5ca,Number,11+ Standard,Non-Calculator,What is the remainder when $10^3$ is divided by 7?,6,2026-02-16T19:07:56.394156,,,"Step 1: $1000 ÷ 7 = 142$ remainder 6.
Final Result: 6",always,"[""1"",""2"",""3"",""0""]",,number|multiplication-division,3,1,90,11plus
bd174091-566e-47b0-9a94-61adee1731f1,Number,11+ Standard,Non-Calculator,Calculate $0.5 \times 0.5 \times 0.5 \times 0.5$.,0.0625,2026-02-16T19:07:56.394156,,,"Step 1: $5^{4} = 625$. There are 4 decimal places total.
Final Result: 0.0625",always,"[""0.625"",""0.00625"",""6.25"",""0.25""]",,number|multiplication-division,3,1,60,11plus
0fa9114b-d212-46c1-a77b-8d0ee8a1b219,Number,11+ Standard,Non-Calculator,A library has 12 shelves with 35 books each and 8 shelves with 45 books each. Total books?,780,2026-02-16T19:07:56.394156,,,"Step 1: $12 × 35 = 420$.
Step 2: $8 × 45 = 360$.
Step 3: $420 + 360 = 780$.
Final Result: 780",always,"[""420"",""360"",""800"",""720""]",,number|multiplication-division,3,1,90,11plus
7fe32297-a5e8-470d-bf6b-df0da133dcdc,Number,11+ Standard,Non-Calculator,Sum of quotient and remainder when 50 is divided by 8?,8,2026-02-16T19:07:56.394156,,,"Step 1: $50 ÷ 8 = 6$ remainder 2.
Step 2: $6 + 2 = 8$.
Final Result: 8",always,"[""6"",""2"",""10"",""12""]",,number|multiplication-division,3,1,45,11plus
9f016d57-cfc8-4027-b807-6a8c505069dc,Number,11+ Standard,Non-Calculator,"If 4 pens cost £2.40, how many can you buy with £10?",16,2026-02-16T19:07:56.394156,,,"Step 1: 1 pen = 60p.
Step 2: £10 / 0.6 = 16.66.
Step 3: Can only buy whole pens.
Final Result: 16",always,"[""15"",""17"",""20"",""12""]",,number|multiplication-division,3,1,90,11plus
2e335bff-30d3-4887-855c-cfd12ae65bc7,Number,11+ Standard,Non-Calculator,"Calculate $111,111,111 \div 9$.",12345679,2026-02-16T19:07:56.394156,,,"Step 1: Dividing $111,111,111$ by 9 leads to the sequence $1, 2, 3, 4, 5, 6, 7, 9$.
Final Result: 12345679",always,"[""12345678"",""11111111"",""9999999"",""1234567.9""]",,number|multiplication-division,3,1,90,11plus
09bfba65-28b3-4cc8-82be-b4243d1fcb25,Number,11+ Standard,Non-Calculator,Half of a number is multiplied by 3 to get 45. What is the number?,30,2026-02-16T19:07:56.394156,,,"Step 1: Reverse: $45 ÷ 3 = 15$.
Step 2: Reverse: $15 × 2 = 30$.
Final Result: 30",always,"[""15"",""90"",""10"",""60""]",,number|multiplication-division,3,1,60,11plus
dae2bfde-c8a0-4f14-bfc5-59aa7cf0840e,Number,11+ Standard,Non-Calculator,"If $A \div B = 4$ and $B = 0.25$, find $A$.",1,2026-02-16T19:07:56.394156,,,"Step 1: $A = 4 × 0.25$.
Step 2: Four quarters equal one.
Final Result: 1",always,"[""1.25"",""4.25"",""0.0625"",""2""]",,number|multiplication-division,3,1,45,11plus
