id,question,correct_answer,wrong_answers,all_answers,explanation,explain_on,image_url,image_alt,created_at,track
4ea659c0-f45f-4f88-ab20-56cdf89fd5c1,"If January 1st, 2024 was a Monday, what day of the week will January 1st, 2026 be? (Note: 2024 was a leap year).",Thursday,"[""Wednesday"",""Tuesday"",""Friday"",""Monday""]","[""Thursday"",""Wednesday"",""Tuesday"",""Friday"",""Monday""]",Normal year shifts by 1 day. Leap year shifts by 2 days. From Jan 1 2024 (Monday) to Jan 1 2025 jumps 2 days to Wednesday. From Jan 1 2025 to Jan 1 2026 jumps 1 day to Thursday. Final answer: Thursday.,always,,,2026-02-16T13:35:16.323566,11plus
16ed72e0-ed37-4dd5-a4b5-c4ff1c39a4ad,"A jar of sweets is shared. Jack takes 1/3 of the sweets. Jill takes 1/4 of the remaining sweets. Then James takes 1/2 of what is left. If there are exactly 9 sweets left, how many were there originally?",36,"[""24"",""48"",""18"",""72""]","[""36"",""24"",""48"",""18"",""72""]","Work backwards. James leaves 9 so before him there were 18. Jill leaves 18 which is 3/4, so before Jill there were 24. Jack leaves 24 which is 2/3, so original total is 36. Check forward confirms.",always,,,2026-02-16T13:35:16.323566,11plus
b2872ac1-08cf-468b-8e82-916879ba9c5a,"A container holds 400ml of a mixture of juice and water in the ratio 1:3. If 100ml of pure juice is added to the container, what is the new ratio of juice to water in its simplest form?",2:3,"[""1:2"",""2:5"",""3:4"",""1:4""]","[""2:3"",""1:2"",""2:5"",""3:4"",""1:4""]","Step 1 (Original parts): The ratio is 1:3, meaning there are 4 parts in total (1 + 3 = 4).
Step 2 (Initial volumes): One part = 400ml / 4 = 100ml. So, Juice = 100ml and Water = 300ml.
Step 3 (The addition): We add 100ml of pure juice. New Juice total = 100ml + 100ml = 200ml. Water remains at 300ml.
Step 4 (New Ratio): The new ratio of Juice to Water is 200:300.
Step 5 (Simplification): Divide both sides by 100 to get 2:3.
Final answer: 2:3",always,,,2026-02-16T13:25:25.439388,11plus
7bc356fb-6ee1-4e88-85a4-89dbb6c1b8dc,"Builder A can dig a trench in 4 hours, and Builder B can dig the same trench in 6 hours. If they work together at their constant rates, how long (in minutes) will it take them to dig the trench?",144,"[""120"",""300"",""240"",""150""]","[""144"",""120"",""300"",""240"",""150""]","Step 1 (Work rates per hour): Builder A digs 1/4 of the trench per hour. Builder B digs 1/6 of the trench per hour.
Step 2 (Combined rate): Working together, they dig (1/4 + 1/6) of the trench per hour.
Step 3 (Common denominator): 1/4 = 3/12 and 1/6 = 2/12. Combined rate = (3+2)/12 = 5/12 of the trench per hour.
Step 4 (Calculating total time): To find the hours needed for 1 full trench, we divide 1 by the rate: 1 / (5/12) = 12/5 hours.
Step 5 (Converting to decimal): 12 / 5 = 2.4 hours.
Step 6 (Converting to minutes): 2.4 hours * 60 minutes = 144 minutes.
Final answer: 144",always,,,2026-02-16T13:25:25.439388,11plus
e30ba589-c31b-42b5-8d77-54a0eee8554d,How many three-digit numbers exist where the sum of the three digits is exactly equal to 4?,10,"[""9"",""12"",""8"",""15""]","[""10"",""9"",""12"",""8"",""15""]","Step 1 (Rules): The number must be 3 digits (so it cannot start with 0) and the digits must sum to 4.
Step 2 (Systematic search - starting with 4): 400 (1 number).
Step 3 (Starting with 3): 310, 301 (2 numbers).
Step 4 (Starting with 2): 220, 202, 211 (3 numbers).
Step 5 (Starting with 1): 130, 103, 112, 121 (4 numbers).
Step 6 (Counting): 1 + 2 + 3 + 4 = 10 numbers in total.
Final answer: 10",always,,,2026-02-16T13:25:25.439388,11plus
f5ab4afc-c122-493b-bd2e-84ef60942b23,A two-digit number is 7 times the sum of its digits. Reversing the digits gives a number 18 less than the original. What is the number?,42,"[""21"",""63"",""84"",""45""]","[""42"",""21"",""63"",""84"",""45""]","Let digits be a and b. 10a+b=7(a+b) gives a=2b. Reverse condition gives a-b=2. Solving gives b=2, a=4. Number is 42.",always,,,2026-02-16T13:35:16.323566,11plus
ecab2537-9687-4e9a-b244-8bbf146b8091,Calculate the size of the smaller angle between the hour hand and the minute hand of a clock at 1:20.,80°,"[""90°"",""100°"",""70°"",""60°""]","[""80°"",""90°"",""100°"",""70°"",""60°""]","Step 1 (Minute hand position): Each minute represents 6° (360/60). At 20 minutes, the minute hand is at 20 * 6° = 120° from the 12 o’clock position.
Step 2 (Hour hand position): Each hour mark is 30° (360/12). At 1 o’clock, the hand starts at 30°.
Step 3 (Accounting for minute movement): The hour hand also moves 0.5° for every minute passed. For 20 minutes, it moves 20 * 0.5° = 10°.
Step 4 (Total hour hand position): 30° + 10° = 40° from the 12 o’clock position.
Step 5 (The difference): 120° (minute hand) - 40° (hour hand) = 80°.
Final answer: 80°",always,,,2026-02-16T13:25:25.439388,11plus
6eb3e84d-fb40-4100-a55e-22d82fd4c869,"In a group of 50 students, 30 play football, 25 play tennis, and 10 play both. How many students play neither sport?",5,"[""15"",""10"",""0"",""20""]","[""5"",""15"",""10"",""0"",""20""]","Step 1 (Analyzing the overlap): 10 students play both sports.
Step 2 (Football only): 30 total football players - 10 who also play tennis = 20 play ONLY football.
Step 3 (Tennis only): 25 total tennis players - 10 who also play football = 15 play ONLY tennis.
Step 4 (Total sports players): Football only (20) + Tennis only (15) + Both (10) = 45 students play at least one sport.
Step 5 (Neither): Total students (50) - Sports players (45) = 5 students.
Final answer: 5",always,,,2026-02-16T13:25:25.439388,11plus
383f9250-21e4-47db-bd59-e8ec4d65f0d6,A rectangular lawn is 10m by 8m. A goat is tied at one corner with a 6m rope. What area can it graze? (pi=3.14),28.26,"[""113.04"",""36"",""18.84"",""80""]","[""28.26"",""113.04"",""36"",""18.84"",""80""]",The goat grazes a quarter circle of radius 6. Area = (pi×36)/4 = 28.26.,always,,,2026-02-16T13:35:16.323566,11plus
7ef95e3a-29b7-4000-9ea3-2921cf184d58,A car travels 40 miles at 20 mph and 80 miles at 40 mph. What is the average speed?,30,"[""25"",""35"",""20"",""40""]","[""30"",""25"",""35"",""20"",""40""]",40/20=2 hours. 80/40=2 hours. Total distance 120 in 4 hours gives 30 mph.,always,,,2026-02-16T13:35:16.323566,11plus
4225f049-e4ab-4faf-90be-086dfb720e54,"A drawer has red, blue and white socks. What is the minimum number needed to guarantee a matching pair?",4,"[""2"",""3"",""5"",""7""]","[""4"",""2"",""3"",""5"",""7""]",Worst case: first three are all different colours. The fourth must match one of them.,always,,,2026-02-16T13:35:16.323566,11plus
4b6a7eb8-d791-4f85-912b-83cc1f2d0f14,"If 5 cats catch 5 mice in 5 minutes, how many cats catch 100 mice in 100 minutes?",5,"[""10"",""20"",""50"",""100""]","[""5"",""10"",""20"",""50"",""100""]",Each cat catches 1 mouse every 5 minutes. In 100 minutes one cat catches 20 mice. To reach 100 mice needs 5 cats.,always,,,2026-02-16T13:35:16.323566,11plus
776964cc-11b8-4d18-947e-a0469c3e294b,"In a class of 30 students, 20 like pizza and 15 like burgers. What is the smallest possible number who like both?",5,"[""0"",""10"",""15"",""2""]","[""5"",""0"",""10"",""15"",""2""]",20+15=35 preferences but only 30 students. Overlap must be at least 5.,always,,,2026-02-16T13:35:16.323566,11plus
c3aaf715-bb0d-498c-a095-80c6fe71877f,"Sequence: 2,5,10,17,26... What is the 100th term?",10001,"[""10000"",""9999"",""10101"",""10201""]","[""10001"",""10000"",""9999"",""10101"",""10201""]",Pattern is n^2+1. Term 100 = 100^2+1 = 10001,always,,,2026-02-16T13:35:16.323566,11plus
90667d44-ab3b-4a1d-9162-7687a92fcfee,"An empty pool can be filled by Pipe A in 10 hours and Pipe B in 15 hours. A drain Pipe C can empty the full pool in 12 hours. Pipes A and B are opened together for 2 hours, and then Pipe C is also opened. How many additional hours will it take to fill the pool?",8,"[""6"",""10"",""7"",""4""]","[""8"",""6"",""10"",""7"",""4""]","Step 1 (Find filling rate of A and B): Rate $= 1/10 + 1/15 = 3/30 + 2/30 = 5/30 = 1/6$ of the pool per hour.
Step 2 (Calculate volume after 2 hours): In 2 hours, $2 × 1/6 = 1/3$ of the pool is filled. Remaining volume $= 2/3$.
Step 3 (Find the new combined rate): With Pipe C (draining) open, the rate $= 1/6 - 1/12 = 2/12 - 1/12 = 1/12$ of the pool per hour.
Step 4 (Calculate additional time): Time $= Volume remaining ÷ Rate = (2/3) ÷ (1/12) = 2/3 × 12 = 8$ hours.
Step 5 (Verification): In 8 hours at $1/12$ per hour, they fill $8/12 = 2/3$ of the pool. This completes the pool.
Final answer: 8",always,,,2026-02-16T13:36:42.494349,11plus
2c3ce20c-9925-482e-ae74-29f387442c1f,"In the addition sum $AB + BA = 132$, where $A$ and $B$ are different non-zero digits, what is the value of $A \times B$ if $A$ is greater than $B$ and $A$ is a prime number?",35,"[""24"",""27"",""40"",""15""]","[""35"",""24"",""27"",""40"",""15""]","Step 1 (Break down the numbers): $AB = 10A + B$. $BA = 10B + A$.
Step 2 (Sum the variables): $(10A + B) + (10B + A) = 11A + 11B$.
Step 3 (Simplify): $11(A + B) = 132 arrow A + B = 12$.
Step 4 (Apply constraints): $A$ and $B$ are unique digits, $A > B$, and $A$ is prime.
Step 5 (Test primes): Primes less than 10 are 2, 3, 5, 7.
If $A=7$, then $B=5$ (7 is prime, 7 > 5, 7+5=12). This fits all criteria.
If $A=5$, then $B=7$ (Does not fit $A > B$).
Step 6 (Final Calculation): $A × B = 7 × 5 = 35$.
Final answer: 35",always,,,2026-02-16T13:36:42.494349,11plus
d9de772f-49ed-415c-a99c-c858d6411196,A solid wooden cube is painted red and then cut into 27 smaller identical cubes. How many of the smaller cubes have exactly ONE face painted red?,6,"[""12"",""8"",""1"",""0""]","[""6"",""12"",""8"",""1"",""0""]","Step 1 (Visualize the 3x3x3 layout): A cube cut into 27 pieces is a 3x3x3 grid.
Step 2 (Categorize the small cubes): Corner cubes have 3 faces painted. Edge cubes (not corners) have 2 faces painted. Center cubes of each face have 1 face painted. The very middle cube has 0 faces painted.
Step 3 (Count the face centers): A cube has 6 faces. Each face in a 3x3 grid has exactly one ""center"" cube.
Step 4 (Calculation): 6 faces $×$ 1 center cube per face = 6 cubes.
Step 5 (Check): Total cubes = 8 (corners) + 12 (edges) + 6 (centers) + 1 (middle) = 27. Correct.
Final answer: 6",always,,,2026-02-16T13:36:42.494349,11plus
7b91bcb8-d7fa-4a14-83ff-e9ebcf599d64,"A group of 10 people are split into two teams of 5. Within each team, everyone shakes hands with every other teammate exactly once. No one shakes hands with anyone from the opposing team. How many handshakes occur in total?",20,"[""45"",""25"",""10"",""50""]","[""20"",""45"",""25"",""10"",""50""]","Step 1 (Understanding the formula): The number of handshakes between $n$ people is calculated using the formula $n(n-1) ÷ 2$.
Step 2 (Calculating for one team): For one team of 5 people, the handshakes are $(5 × 4) ÷ 2 = 20 ÷ 2 = 10$.
Step 3 (Calculating for the second team): The second team also has 5 people, so they also perform 10 handshakes.
Step 4 (Totaling): Since the two groups do not interact, we simply add the two totals: $10 + 10 = 20$.
Step 5 (Check): If all 10 people shook hands, it would be 45. By splitting them, we removed the $5 × 5 = 25$ cross-team handshakes. $45 - 25 = 20$. The logic is sound.
Final answer: 20",always,,,2026-02-16T13:26:32.64851,11plus
1ceea547-875e-4d80-a36d-e74a596d58b8,What is the units digit (the last digit) of the number resulting from $3^{101}$?,3,"[""1"",""9"",""7"",""0""]","[""3"",""1"",""9"",""7"",""0""]","Step 1 (Finding the pattern): Let’s look at the units digits of the powers of 3:
$3^{1} = 3$
$3² = 9$
$3³ = 27$ (Units digit 7)
$3^{4} = 81$ (Units digit 1)
$3^{5} = 243$ (Units digit 3)
Step 2 (Identifying the cycle): The pattern $3, 9, 7, 1$ repeats every 4 powers.
Step 3 (Applying to the question): We need to find where the 101st power falls in this cycle of 4.
Step 4 (Division): Divide the exponent 101 by the cycle length 4. $101 ÷ 4 = 25$ with a remainder of 1.
Step 5 (Determining result): A remainder of 1 means the units digit is the 1st number in our cycle, which is 3.
Final answer: 3",always,,,2026-02-16T13:26:32.64851,11plus
569eace5-54f2-4d97-868a-ef4e5c283644,"Four identical pumps can empty a swimming pool in 6 hours. After 2 hours of all four pumps working, one pump breaks down and stops. How many additional hours will it take the remaining three pumps to finish emptying the pool?",5 hours 20 mins,"[""4 hours"",""6 hours"",""5 hours"",""4 hours 30 mins""]","[""5 hours 20 mins"",""4 hours"",""6 hours"",""5 hours"",""4 hours 30 mins""]","Step 1 (Calculating total work): Total work required = 4 pumps $×$ 6 hours = 24 ""pump-hours"".
Step 2 (Work already completed): In the first 2 hours, all 4 pumps worked. Work done = 4 pumps $×$ 2 hours = 8 pump-hours.
Step 3 (Remaining work): Work left = 24 total - 8 done = 16 pump-hours.
Step 4 (Calculating remaining time): There are now only 3 pumps working. Time = Work remaining $÷$ Number of pumps = $16 ÷ 3 = 5 \frac{1}{3}$ hours.
Step 5 (Converting to minutes): $1/3$ of an hour is 20 minutes. So, the additional time is 5 hours and 20 minutes.
Final answer: 5 hours 20 mins",always,,,2026-02-16T13:26:32.64851,11plus
c934669e-a8bc-47ec-a705-5c586619d0cd,A large $4cm \times 4cm \times 4cm$ cube is painted entirely blue on the outside. It is then cut into smaller $1cm \times 1cm \times 1cm$ cubes. How many of these smaller cubes have exactly TWO faces painted blue?,24,"[""8"",""12"",""16"",""32""]","[""24"",""8"",""12"",""16"",""32""]","Step 1 (Visualizing the location): Cubes with 2 faces painted are located along the edges of the large cube, but NOT at the corners (corners have 3 faces painted).
Step 2 (Analyzing one edge): Each edge of the large cube is 4cm long, meaning it contains 4 small cubes.
Step 3 (Removing corners): For each edge, we must subtract the 2 corner cubes. $4 - 2 = 2$ cubes per edge have exactly two faces painted.
Step 4 (Total edges): A cube has 12 edges.
Step 5 (Final calculation): 12 edges $×$ 2 cubes per edge = 24 cubes.
Final answer: 24",always,,,2026-02-16T13:26:32.64851,11plus
d51428c1-be7d-4ba0-9e40-aad23e7f8704,"A car travels from Town A to Town B, a distance of 60 miles, at an average speed of 60 mph. It then returns from Town B to Town A at an average speed of 30 mph. What is the average speed for the entire round trip?",40 mph,"[""45 mph"",""50 mph"",""35 mph"",""42 mph""]","[""40 mph"",""45 mph"",""50"",""35"",""42""]","Step 1 (Calculating time for the first leg): Time = Distance $÷$ Speed = 60 miles $÷$ 60 mph = 1 hour.
Step 2 (Calculating time for the return leg): Time = Distance $÷$ Speed = 60 miles $÷$ 30 mph = 2 hours.
Step 3 (Total distance): The car traveled 60 miles there and 60 miles back = 120 miles total.
Step 4 (Total time): 1 hour + 2 hours = 3 hours total.
Step 5 (Average Speed formula): Total Distance $÷$ Total Time = $120 ÷ 3 = 40$ mph.
Step 6 (Trap warning): Do not just average the two speeds ($60+30 ÷ 2 = 45$) because the car spent more time traveling at the slower speed.
Final answer: 40 mph",always,,,2026-02-16T13:26:32.64851,11plus
19673f8d-c51e-45ab-b571-3d99df3020c4,A small circle is drawn inside a large circle. The radius of the large circle is exactly equal to the diameter of the small circle. What is the ratio of the area of the small circle to the area of the large circle?,1:4,"[""1:2"",""1:3"",""2:3"",""1:8""]","[""1:4"",""1:2"",""1:3"",""2:3"",""1:8""]","Step 1 (Defining radii): Let the radius of the small circle be $r$. This means its diameter is $2r$.
Step 2 (Relating to the large circle): We are told the large circle’s radius is equal to the small circle’s diameter, so the large radius is $2r$.
Step 3 (Area of small circle): Area $= \pi × r²$.
Step 4 (Area of large circle): Area $= \pi × (2r)² = \pi × 4r² = 4\pi r²$.
Step 5 (Finding the ratio): Ratio = Small Area : Large Area = $\pi r² : 4\pi r²$.
Step 6 (Simplification): Dividing both sides by $\pi r²$ gives 1:4.
Final answer: 1:4",always,,,2026-02-16T13:26:32.64851,11plus
bc441d13-f513-4bb7-9f80-d07f26e90b1a,A clock is set correctly at 8:00 am. This clock loses 5 minutes every hour. What time will this clock show when the actual time is 4:00 pm on the same day?,3:20 pm,"[""3:15 pm"",""3:25 pm"",""4:40 pm"",""3:40 pm""]","[""3:20 pm"",""3:15 pm"",""3:25 pm"",""4:40 pm"",""3:40 pm""]","Step 1 (Calculating elapsed time): From 8:00 am to 4:00 pm is exactly 8 hours.
Step 2 (Calculating total time lost): The clock loses 5 minutes per hour. Total loss = 8 hours $×$ 5 minutes = 40 minutes.
Step 3 (Determining the display time): Since the clock is ""slow"" (losing time), it will show 40 minutes earlier than the actual time.
Step 4 (Subtraction): 4:00 pm minus 40 minutes = 3:20 pm.
Final answer: 3:20 pm",always,,,2026-02-16T13:26:32.64851,11plus
877b5ec4-010b-405a-a223-b341298b432f,Find the value of $x$ in the following equation: $20 - (x \div 2 + 4) = 10$.,12,"[""6"",""8"",""16"",""2""]","[""12"",""6"",""8"",""16"",""2""]","Step 1 (Isolating the bracket): If $20$ minus something equals $10$, then that ""something"" must be $10$. So, $(x ÷ 2 + 4) = 10$.
Step 2 (Isolating the division): Subtract 4 from both sides. $x ÷ 2 = 6$.
Step 3 (Solving for x): Multiply both sides by 2. $x = 12$.
Step 4 (Check): Replace $x$ with 12 in the original equation. $20 - (12 ÷ 2 + 4) = 20 - (6 + 4) = 20 - 10 = 10$. Correct.
12",always,,,2026-02-16T13:26:32.64851,11plus
99de7c28-c5c4-46ee-8eae-93313008e51d,"Worker A can paint a fence in 4 hours. Worker B can paint the same fence in 6 hours. They decide to work alone but alternate every hour, with Worker A starting first. How long will it take them to finish painting the fence?",4 hours 40 mins,"[""5 hours"",""4 hours 30 mins"",""5 hours 12 mins"",""4 hours 20 mins""]","[""4 hours 40 mins"",""5 hours"",""4 hours 30 mins"",""5 hours 12 mins"",""4 hours 20 mins""]","Step 1 (Hourly rates): Worker A paints $1/4$ (or $3/12$) of the fence per hour. Worker B paints $1/6$ (or $2/12$) per hour.
Step 2 (First two hours): Hour 1 (A) does $3/12$. Hour 2 (B) does $2/12$. Total in 2 hours $= 5/12$.
Step 3 (Next two hours): Hour 3 (A) does $3/12$. Hour 4 (B) does $2/12$. Total in 4 hours $= 10/12$.
Step 4 (Remaining work): After 4 hours, $2/12$ (or $1/6$) of the fence is left to paint.
Step 5 (The final stretch): It is now Worker A’s turn again. A can paint $3/12$ in an hour (60 mins). We only need A to do $2/12$.
Step 6 (Calculating minutes): Time $= (Work needed ÷ Work rate) × 60 = (2/12 ÷ 3/12) × 60 = 2/3 × 60 = 40$ minutes.
Step 7 (Total time): 4 hours + 40 minutes.
Final answer: 4 hours 40 mins",always,,,2026-02-16T13:35:57.233349,11plus
b6937127-5167-42ff-8909-5faedd004df0,A three-digit number is a palindrome (it reads the same forwards and backwards). How many such numbers are exactly divisible by 3?,30,"[""33"",""27"",""90"",""15""]","[""30"",""33"",""27"",""90"",""15""]","Step 1 (Structure): A 3-digit palindrome looks like $ABA$, where $A$ is a digit from 1-9 and $B$ is a digit from 0-9.
Step 2 (Rule for 3): A number is divisible by 3 if the sum of its digits is a multiple of 3. Sum $= A + B + A = 2A + B$.
Step 3 (Systematic counting): If $A=1$, sum is $2+B$. $B$ can be 1, 4, 7 (3 values).
Step 4 (Continuing): If $A=2$, sum is $4+B$. $B$ can be 2, 5, 8 (3 values).
Step 5 (Special case): If $A=3$, sum is $6+B$. $B$ can be 0, 3, 6, 9 (4 values).
Step 6 (Pattern): The pattern for number of $B$ values for $A=1$ to $9$ is $3, 3, 4, 3, 3, 4, 3, 3, 4$.
Step 7 (Totaling): $(3+3+4) × 3 = 10 × 3 = 30$.
Final answer: 30",always,,,2026-02-16T13:35:57.233349,11plus
40368425-dc6a-4190-9662-bc7352a4f927,"Car A travels at 40 mph. Car B travels at 60 mph. Car B starts 30 minutes after Car A from the same location. However, Car B stops for 10 minutes to refuel during the chase. How many minutes after Car B originally started will it catch up to Car A?",70,"[""60"",""90"",""80"",""50""]","[""70"",""60"",""90"",""80"",""50""]","Step 1 (Head start): Car A travels for 30 mins (0.5 hours) at 40 mph before B starts. Gap $= 40 × 0.5 = 20$ miles.
Step 2 (The stop): While B stops for 10 mins ($1/6$ hour), A keeps driving. A travels $40 × 1/6 = 6.66$ miles further. Total gap $= 20 + 6.66 = 26.66$ miles.
Step 3 (Relative speed): When both are moving, B closes the gap at $60 - 40 = 20$ mph.
Step 4 (Time to close gap): Time $= Distance ÷ Relative Speed = 26.66 ÷ 20 = 1.333$ hours (80 minutes).
Step 5 (Total time for B): B was moving for 60 mins ($20 miles / 20 mph$) relative to the start... let's simplify:
Step 6 (Better Method): In $T$ hours after B starts: Distance A $= 40(T + 0.5)$. Distance B $= 60(T - 1/6)$.
Step 7 (Solve): $40T + 20 = 60T - 10 arrow 30 = 20T arrow T = 1.5$ hours (90 mins). Wait, check calculation.
Step 8 (Final Re-solve): $40T + 20 = 60(T - 10/60) arrow 40T + 20 = 60T - 10 arrow 20T = 30 arrow T = 1.5$ hours. This is 90 mins since B started. Wait, 10 mins was a stop. $T$ is total time. $90 - 20$ (let's re-read): $T$ is time since B first left. $1.5$ hours is 90 mins. Correct.
Final answer: 90",always,,,2026-02-16T13:35:57.233349,11plus
815dbfc0-fc8e-4b0a-8afb-a399f7dee34c,"A sequence is built by adding consecutive integers: the 1st term is 1, the 2nd is 1+2=3, the 3rd is 1+2+3=6. What is the difference between the 10th and 11th terms?",11,"[""10"",""55"",""66"",""1""]","[""11"",""10"",""55"",""66"",""1""]","Step 1 (Understanding the rule): This sequence is the Triangular Numbers. The nth term is the sum of numbers from 1 to n.
Step 2 (The 11th term logic): To get from the 10th term to the 11th term, you simply add the next integer, which is 11.
Step 3 (Proof): Term 10 = (10 11) / 2 = 55. Term 11 = (11 12) / 2 = 66.
Step 4 (Calculation): 66 - 55 = 11.
Final answer: 11",always,,,2026-02-16T13:27:48.738195,11plus
9ba37f13-5177-45d8-8c43-d32a92b7435d,"Five students (A, B, C, D, E) took a test. A scored higher than B. C scored lower than D. E scored higher than A but lower than D. Who achieved the highest score?",D,"[""A"",""E"",""C"",""B""]","[""D"",""A"",""E"",""C"",""B""]","Step 1 (Creating the chain): We know E > A and A > B, so E > A > B.
Step 2 (Adding the next link): We are told E < D, so D > E > A > B.
Step 3 (Final link): C < D, but we don't know if C is higher or lower than E. However, it doesn't matter for the top spot.
Step 4 (Conclusion): D is higher than E, and E is higher than the rest. Therefore, D is the highest.
Final answer: D",always,,,2026-02-16T13:27:48.738195,11plus
84f8819a-c85e-49d3-b96d-c9299f55e068,"A shop reduces the price of a coat by 20% in a sale. A week later, they reduce the sale price by a further 10%. If the coat now costs £72, what was the original price before any reductions?",£100,"[""£90"",""£108"",""£100.80"",""£110""]","[""£100"",""£90"",""£108"",""£100.80"",""£110""]","Step 1 (Working backward from the final price): The final price is 90% of the first sale price. £72 / 0.9 = £80.
Step 2 (The second step back): The first sale price (£80) was 80% of the original price.
Step 3 (Calculating the original): £80 / 0.8 = £100.
Step 4 (Check forward): £100 - 20% = £80. £80 - 10% = £72. The logic is correct.
Final answer: £100",always,,,2026-02-16T13:27:48.738195,11plus
526400d3-265a-43f7-99d3-54952b06988b,"What is the largest number that divides into both 120 and 150, but also leaves a remainder of 0 when divided by 6?",30,"[""10"",""15"",""60"",""6""]","[""30"",""10"",""15"",""60"",""6""]","Step 1 (Finding common factors): Factors of 120 include 10, 20, 30, 40, 60. Factors of 150 include 10, 15, 30, 50, 75.
Step 2 (Finding the HCF): The Highest Common Factor of 120 and 150 is 30.
Step 3 (Checking the condition): Does 30 have a remainder of 0 when divided by 6? Yes, 30 / 6 = 5.
Step 4 (Verification): No higher common factor exists (the next common factor would have to be a multiple of 30, like 60, but 60 does not go into 150).
Final answer: 30",always,,,2026-02-16T13:27:48.738195,11plus
671595a3-a443-461b-8d6f-e1f3801f7cbd,"A small model of a building is made to a scale of 1:10. If the volume of the model is $0.5m^{3}$, what is the volume of the actual building?",500m³,"[""5m³"",""50m³"",""5000m³"",""100m³""]","[""500m³"",""5m³"",""50m³"",""5000m³"",""100m³""]","Step 1 (Understanding scale factor): The length scale is 1:10.
Step 2 (Volume scale factor): For volume, we must cube the scale factor. $10 10 10 = 1,000$.
Step 3 (Calculating actual volume): Actual Volume = Model Volume * 1000.
Step 4 (Calculation): $0.5 * 1,000 = 500$.
Final answer: 500m³",always,,,2026-02-16T13:27:48.738195,11plus
b3f908da-f1b8-4424-9e2e-caf6ed97193b,"The cost of 3 apples, 2 pears, and 1 banana is £2.30. The cost of 1 apple, 2 pears, and 3 bananas is £2.10. What is the combined cost of 1 apple, 1 pear, and 1 banana?",£1.10,"[""£1.00"",""£1.20"",""£1.05"",""£0.95""]","[""£1.10"",""£1.00"",""£1.20"",""£1.05"",""£0.95""]","Step 1 (Equations): $3A + 2P + 1B = 230p$ and $1A + 2P + 3B = 210p$.
Step 2 (Combined total): Add the two equations together: $(3A + 1A) + (2P + 2P) + (1B + 3B) = 230 + 210$.
Step 3 (Simplify): $4A + 4P + 4B = 440p$.
Step 4 (Find 1 of each): Divide the entire equation by 4.
Step 5 (Result): $1A + 1P + 1B = 110p$, which is £1.10.
Final answer: £1.10",always,,,2026-02-16T13:35:57.233349,11plus
8ec1157d-7ea4-44cc-9cfc-bb751a74001e,"A cyclist starts a journey traveling at 10 mph. Two hours later, a car starts from the same point and follows the same route at 30 mph. How many miles from the start will the car overtake the cyclist?",30 miles,"[""20 miles"",""40 miles"",""60 miles"",""10 miles""]","[""30 miles"",""20 miles"",""40 miles"",""60 miles"",""10 miles""]","Step 1 (Cyclist's head start): In 2 hours, the cyclist has traveled 10 mph * 2 hours = 20 miles.
Step 2 (Relative speed): The car is faster than the cyclist by 30 - 10 = 20 mph.
Step 3 (Catch-up time): Time = Gap / Relative Speed = 20 miles / 20 mph = 1 hour.
Step 4 (Distance from start): In that 1 hour, the car travels 30 mph * 1 hour = 30 miles.
Step 5 (Check): In 3 hours total, the cyclist travels 10 * 3 = 30 miles. They meet at the 30-mile mark.
Final answer: 30 miles",always,,,2026-02-16T13:27:48.738195,11plus
647b0613-fd78-42e9-aea5-1a512df0935c,"A bag contains 3 red balls and 2 blue balls. If two balls are picked one after the other without replacement, what is the probability that at least one of the balls is blue?",7/10,"[""3/10"",""1/2"",""3/5"",""4/5""]","[""7/10"",""3/10"",""1/2"",""3/5"",""4/5""]","Step 1 (Use the complement method): It is easier to find the probability that NO balls are blue (meaning both are red) and subtract from 1.
Step 2 (Prob of Red then Red): $P(1st Red) = 3/5$. $P(2nd Red) = 2/4$ (or $1/2$).
Step 3 (Calculate combined Red-Red): $3/5 × 2/4 = 6/20 = 3/10$.
Step 4 (Find ""at least one blue""): $1 - 3/10 = 7/10$.
Step 5 (Alternative check): Pairs are RB (3/52/4=6/20), BR (2/53/4=6/20), BB (2/5*1/4=2/20). $6+6+2 = 14/20 = 7/10$. Correct.
Final answer: 7/10",always,,,2026-02-16T13:36:42.494349,11plus
7d845990-6343-44b3-94be-15d7e57f82b2,"If $X \times Y = 36$, $Y \times Z = 48$, and $X \times Z = 27$ (where $X, Y, Z$ are positive numbers), what is the value of $X + Y + Z$?",18.5,"[""15"",""20"",""11.5"",""21""]","[""18.5"",""15"",""20"",""11.5"",""21""]","Step 1: Multiply the three equations together: $(X × Y) × (Y × Z) × (X × Z) = 36 × 48 × 27$.
Step 2: Simplify the left side to $X²Y²Z² = 46,656$.
Step 3: Take the square root of both sides to find the product of all three variables: $XYZ = \sqrt{46,656} = 216$.
Step 4: Determine $Z$ by dividing $XYZ$ by $(XY)$: $216 ÷ 36 = 6$.
Step 5: Determine $X$ by dividing $XYZ$ by $(YZ)$: $216 ÷ 48 = 4.5$.
Step 6: Determine $Y$ by dividing $XYZ$ by $(XZ)$: $216 ÷ 27 = 8$.
Step 7: Calculate the final sum: $4.5 + 8 + 6 = 18.5$.
Final answer: 18.5",always,,,2026-02-16T13:47:01.154551,11plus
